"","gisjoin","year","diff","male","female"
"664","G5100230",1820,0.009,6920,6669
"665","G5100237",1820,0.011,3387,3244
"666","G5100250",1820,0.011,8520,8167
"667","G5100290",1820,0.008,8932,8637
"668","G5100293",1820,0.011,2449,2340
"669","G5100310",1820,0.003,8331,8238
"670","G5100330",1820,-0.011,8785,9197
"671","G5100360",1820,0.005,2655,2600
"672","G5100370",1820,0,6642,6648
"673","G5100410",1820,0.017,9306,8697
"674","G5100470",1820,0.007,10608,10334
"675","G5100490",1820,0.014,5662,5361
"676","G5100530",1820,0.009,7024,6768
"677","G5100550",1820,0.037,2035,1754
"678","G5100570",1820,0.01,5054,4855
"679","G5100590",1820,-0.003,5668,5736
"680","G5100610",1820,0.011,11812,11291
"681","G5100650",1820,0.018,3475,3229
"682","G5100670",1820,0,6013,6004
"683","G5100690",1820,0.012,12638,12068
"684","G5100710",1820,0.013,2319,2202
"685","G5100730",1820,-0.001,4827,4851
"686","G5100750",1820,0.012,5125,4882
"687","G5100770",1820,0.018,2901,2697
"688","G5100775",1820,0.024,3692,3349
"689","G5100810",1820,0.007,3476,3382
"690","G5100830",1820,0.005,9630,9430
"691","G5100833",1820,0.016,5620,5269
"692","G5100850",1820,-0.005,7555,7712
"693","G5100853",1820,0.01,2907,2793
"694","G5100857",1820,0.029,5778,5154
"695","G5100870",1820,0.008,5897,5703
"696","G5100890",1820,-0.013,2737,2887
"697","G5100930",1820,-0.002,5035,5083
"698","G5100950",1820,0.012,1617,1544
"699","G5100953",1820,0.024,6852,6235
"700","G5100957",1820,0.059,3575,2824
"701","G5100970",1820,0.044,6413,5385
"702","G5100990",1820,0.003,3079,3037
"703","G5101010",1820,0.006,4907,4790
"704","G5101030",1820,-0.01,2706,2811
"705","G5101050",1820,0.001,2133,2123
"706","G5101053",1820,0.018,2198,2049
"707","G5101070",1820,0.017,11726,10976
"708","G5101090",1820,0.016,7097,6649
"709","G5101110",1820,0.016,5505,5157
"710","G5101130",1820,0.005,4286,4204
"711","G5101137",1820,0.012,2494,2374
"712","G5101150",1820,-0.022,3309,3611
"713","G5101170",1820,0.011,10118,9668
"714","G5101190",1820,-0.003,2016,2041
"715","G5101193",1820,0.013,5671,5389
"716","G5101197",1820,0,3287,3293
"717","G5101210",1820,0.003,4396,4337
"718","G5101215",1820,0.023,1307,1193
"719","G5101230",1820,0.008,5332,5162
"720","G5101250",1820,0.007,5138,4999
"721","G5101270",1820,-0.014,3223,3407
"722","G5101275",1820,0.012,948,905
"723","G5101290",1820,0.03,8194,7264
"724","G5101310",1820,-0.011,3764,3941
"725","G5101330",1820,0.006,4058,3958
"726","G5101350",1820,-0.006,4771,4885
"727","G5101355",1820,0.02,4776,4406
"728","G5101370",1820,0.014,6615,6265
"729","G5101410",1820,-0.02,2444,2645
"730","G5101415",1820,0.005,2440,2396
"731","G5101430",1820,-0.006,10519,10794
"732","G5101450",1820,0.028,4378,3914
"733","G5101455",1820,0.011,1750,1678
"734","G5101470",1820,0.014,6467,6110
"735","G5101490",1820,0.004,4050,3980
"736","G5101510",1820,-0.003,4359,4409
"737","G5101530",1820,-0.008,4638,4781
"738","G5101557",1820,0.025,1764,1593
"739","G5101590",1820,-0.012,2787,2919
"740","G5101630",1820,0.013,6129,5816
"741","G5101650",1820,0.009,7527,7257
"742","G5101670",1820,-0.001,2760,2776
"743","G5101690",1820,-0.019,2052,2211
"744","G5101710",1820,-0.006,9347,9579
"745","G5101750",1820,0.005,7159,7011
"746","G5101770",1820,0.013,7310,6944
"747","G5101790",1820,0.001,4771,4746
"748","G5101810",1820,0.012,3376,3218
"749","G5101830",1820,0.005,6006,5878
"750","G5101850",1820,0.002,1965,1951
"751","G5101855",1820,0.003,1163,1151
"752","G5101890",1820,-0.007,792,816
"753","G5101910",1820,0.016,6425,6019
"754","G5101930",1820,0.008,3503,3398
"755","G5101953",1820,0.023,3066,2794
"756","G5101970",1820,0.006,4903,4789
"757","G5101990",1820,-0.007,2160,2224
"758","G5107100",1820,-0.044,3869,4609
"759","G5107300",1820,0.013,3433,3257
"760","G5107600",1820,0.013,6195,5872
"761","G5108300",1820,-0.053,627,775
"762","G0100010",1830,0.027,6263,5611
"763","G0100030",1830,0.056,1291,1033
"764","G0100070",1830,0.014,3241,3065
"765","G0100090",1830,0.005,2139,2094
"766","G0100130",1830,0.009,2875,2775
"767","G0100250",1830,0.011,3884,3711
"768","G0100350",1830,0.02,3874,3570
"769","G0100390",1830,0.028,803,719
"770","G0100450",1830,0.027,1070,961
"771","G0100470",1830,0.02,7291,6726
"772","G0100570",1830,0.019,1842,1705
"773","G0100590",1830,0.019,5754,5324
"774","G0100630",1830,0.018,7785,7241
"775","G0100670",1830,0.017,2078,1942
"776","G0100710",1830,0.013,6513,6187
"777","G0100730",1830,0.014,3526,3329
"778","G0100770",1830,0.032,6271,5510
"779","G0100790",1830,0.021,7800,7184
"780","G0100830",1830,0.016,7642,7165
"781","G0100850",1830,0.016,4855,4555
"782","G0100890",1830,0.015,14409,13581
"783","G0100910",1830,0.013,3950,3750
"784","G0100930",1830,0.006,2054,2004
"785","G0100970",1830,0.07,3572,2695
"786","G0100990",1830,0.013,4509,4273
"787","G0101010",1830,0.023,6637,6058
"788","G0101030",1830,0.007,4591,4471
"789","G0101050",1830,0.028,6061,5429
"790","G0101070",1830,0.022,3455,3167
"791","G0101090",1830,0.023,3714,3394
"792","G0101150",1830,0.021,3110,2865
"793","G0101170",1830,0.016,2944,2760
"794","G0101250",1830,0.024,7147,6499
"795","G0101270",1830,0.017,1138,1064
"796","G0101290",1830,0.023,1818,1656
"797","G0101310",1830,0.019,4954,4594
"798","G0550015",1830,0.065,806,620
"799","G0550035",1830,0.054,645,520
"800","G0550055",1830,0.029,724,645
"801","G0550075",1830,0.048,538,444
"802","G0550095",1830,0.054,1351,1089
"803","G0550115",1830,0.127,798,474
"804","G0550135",1830,0.032,1336,1176
"805","G0550155",1830,0.079,265,193
"806","G0550175",1830,0.038,1093,938
"807","G0550195",1830,0.023,662,604
"808","G0550215",1830,0.032,177,156
"809","G0550235",1830,0.057,430,342
"810","G0550255",1830,0.059,418,330
"811","G0550275",1830,0.026,1476,1330
"812","G0550295",1830,0.062,200,156
"813","G0550315",1830,0.034,246,215
"814","G0550335",1830,0.056,640,512
"815","G0550355",1830,0.039,799,684
"816","G0550375",1830,0.042,1299,1096
"817","G0550395",1830,0.047,823,682
"818","G0550415",1830,0.005,320,314
"819","G0550435",1830,0.066,362,278
"820","G0550455",1830,0.035,1168,1014
"821","G0900010",1830,-0.002,23419,23591
"822","G0900030",1830,-0.004,25369,25762
"823","G0900050",1830,0.001,21464,21394
"824","G0900070",1830,-0.016,12013,12831
"825","G0900090",1830,-0.006,21639,22208
"826","G0900110",1830,-0.009,20700,21501
"827","G0900130",1830,-0.012,9127,9575
"828","G0900150",1830,-0.014,13174,13908
"829","G1000010",1830,0.004,10045,9868
"830","G1000030",1830,0.001,14894,14826
"831","G1000050",1830,0.001,13594,13521
"832","G1100005",1830,-0.051,3699,4542
"833","G1100017",1830,-0.019,4063,4378
"834","G1100035",1830,-0.008,656,676
"835","G1100075",1830,0.096,1784,1210
"836","G1100115",1830,-0.025,8942,9884
"837","G1250015",1830,0.048,1207,997
"838","G1250075",1830,0.029,1043,927
"839","G1250095",1830,0.04,1359,1159
"840","G1250097",1830,0.099,520,348
"841","G1250135",1830,0.023,2561,2334
"842","G1250155",1830,0.014,284,269
"843","G1250195",1830,0.053,2162,1745
"844","G1250215",1830,0.045,1806,1506
"845","G1250235",1830,0.036,3483,3011
"846","G1250255",1830,0.016,271,254
"847","G1250275",1830,0.189,356,161
"848","G1250295",1830,0.029,388,345
"849","G1250315",1830,0.016,779,732
"850","G1250355",1830,-0.005,1257,1281
"851","G1250375",1830,0.02,628,579
"852","G1250395",1830,0.011,500,478
"853","G1300010",1830,0.007,745,723
"854","G1300070",1830,0.006,634,619
"855","G1300090",1830,0.026,3838,3457
"856","G1300210",1830,0.043,3884,3270
"857","G1300290",1830,-0.002,1564,1575
"858","G1300310",1830,0.014,1329,1258
"859","G1300330",1830,0.011,6051,5782
"860","G1300350",1830,0.012,2532,2412
"861","G1300390",1830,0.001,2295,2283
"862","G1300395",1830,0.022,1735,1588
"863","G1300450",1830,0.022,1785,1634
"864","G1300510",1830,-0.01,6929,7198
"865","G1300590",1830,-0.004,5051,5125
"866","G1300730",1830,0.008,6408,6198
"867","G1300770",1830,0.02,2604,2399
"868","G1300790",1830,0.025,2787,2526
"869","G1300870",1830,0.024,2019,1835
"870","G1300890",1830,0.006,5080,4962
"871","G1300930",1830,0.008,1085,1050
"872","G1300990",1830,0,1025,1026
"873","G1301030",1830,0.025,1535,1389
"874","G1301050",1830,0.003,6218,6136
"875","G1301070",1830,-0.004,1326,1347
"876","G1301130",1830,0.007,2789,2715
"877","G1301190",1830,0.001,5063,5044
"878","G1301270",1830,0.011,2332,2235
"879","G1301330",1830,0.014,6450,6099
"880","G1301350",1830,0.011,6796,6493
"881","G1301370",1830,0.016,5503,5168
"882","G1301390",1830,0.002,5900,5848
"883","G1301410",1830,0.011,6045,5775
"884","G1301450",1830,0.03,2707,2398
"885","G1301510",1830,0.002,5307,5259
"886","G1301530",1830,0.008,3745,3624
"887","G1301550",1830,0.014,607,573
"888","G1301570",1830,0.005,4545,4459
"889","G1301590",1830,0.012,6728,6403
"890","G1301630",1830,0.001,3662,3647
"891","G1301690",1830,0.013,6847,6498
"892","G1301750",1830,0.003,2814,2775
"893","G1301770",1830,0.027,886,794
"894","G1301790",1830,-0.005,3580,3653
"895","G1301810",1830,0.006,3107,3038
"896","G1301850",1830,0.001,1228,1225
"897","G1301910",1830,0.007,2534,2464
"898","G1301950",1830,-0.009,2279,2367
"899","G1301970",1830,0.017,742,694
"900","G1301990",1830,0.029,2340,2082
"901","G1302070",1830,0.006,8205,7997
"902","G1302090",1830,0.006,642,627
"903","G1302110",1830,0.023,6298,5748
"904","G1302150",1830,0.056,1952,1556
"905","G1302170",1830,0.008,5663,5492
"906","G1302210",1830,0.011,6962,6656
"907","G1302310",1830,0,3074,3075
"908","G1302350",1830,0.016,2530,2376
"909","G1302370",1830,0.009,6746,6515
"910","G1302410",1830,0.01,1109,1067
"911","G1302430",1830,0.03,1162,1029
"912","G1302450",1830,0.012,5966,5678
"913","G1302510",1830,0.004,2407,2369
"914","G1302630",1830,0.016,3063,2877
"915","G1302650",1830,0.008,2508,2426
"916","G1302670",1830,0.003,1026,1014
"917","G1302710",1830,0.014,1098,1038
"918","G1302750",1830,0.018,1710,1589
"919","G1302850",1830,0.011,2966,2833
"920","G1302890",1830,0.011,4100,3931
"921","G1302930",1830,0.011,3582,3431
"922","G1302970",1830,0,5462,5467
"923","G1302990",1830,0.019,625,580
"924","G1303010",1830,0.005,5525,5421
"925","G1303030",1830,0.007,4980,4840
"926","G1303050",1830,-0.014,468,495
"927","G1303170",1830,0.005,7184,7053
"928","G1303190",1830,0.016,3358,3155
"929","G1700010",1830,0.048,1197,989
"930","G1700030",1830,0.024,728,662
"931","G1700050",1830,0.021,1628,1496
"932","G1700130",1830,0.123,679,411
"933","G1700230",1830,0.028,2081,1859
"934","G1700250",1830,0.015,389,366
"935","G1700270",1830,0.041,1260,1070
"936","G1700330",1830,0.016,1608,1509
"937","G1700450",1830,0.023,2129,1942
"938","G1700470",1830,0.034,880,769
"939","G1700510",1830,0.02,1406,1298
"940","G1700550",1830,0.014,2097,1986
"941","G1700570",1830,0.041,996,845
"942","G1700590",1830,0.024,3878,3527
"943","G1700610",1830,0.028,4051,3623
"944","G1700650",1830,0.028,1382,1234
"945","G1700670",1830,0.047,264,219
"946","G1700730",1830,-0.037,19,22
"947","G1700770",1830,0.031,970,858
"948","G1700810",1830,0.012,1307,1248
"949","G1700850",1830,0.167,1407,704
"950","G1700870",1830,0.05,878,718
"951","G1700950",1830,0.04,148,126
"952","G1701010",1830,0.025,1926,1742
"953","G1701150",1830,0.037,602,520
"954","G1701170",1830,0.027,1049,941
"955","G1701190",1830,0.036,3336,2885
"956","G1701210",1830,0.015,1094,1031
"957","G1701310",1830,0.077,15,11
"958","G1701330",1830,0.056,1113,887
"959","G1701350",1830,0.032,1570,1383
"960","G1701370",1830,0.02,6605,6109
"961","G1701450",1830,0.017,628,587
"962","G1701490",1830,0.055,1330,1066
"963","G1701510",1830,0.006,1678,1638
"964","G1701550",1830,0.116,807,503
"965","G1701570",1830,0.025,2326,2103
"966","G1701630",1830,0.033,3776,3302
"967","G1701670",1830,0.011,6619,6341
"968","G1701690",1830,0.024,1550,1409
"969","G1701730",1830,0.019,1542,1430
"970","G1701790",1830,0.048,2586,2130
"971","G1701810",1830,0.02,1683,1556
"972","G1701830",1830,0.014,2998,2838
"973","G1701850",1830,0.008,1378,1332
"974","G1701870",1830,0.107,187,121
"975","G1701890",1830,0.03,888,787
"976","G1701910",1830,0.033,1360,1193
"977","G1701930",1830,0.024,3191,2900
"978","G1800030",1830,0.07,568,428
"979","G1800050",1830,0.013,2810,2666
"980","G1800110",1830,0.017,321,300
"981","G1800150",1830,0.046,879,732
"982","G1800170",1830,0.127,728,434
"983","G1800190",1830,0.015,5499,5187
"984","G1800210",1830,0.009,822,794
"985","G1800230",1830,0.038,766,657
"986","G1800250",1830,0.018,1676,1562
"987","G1800270",1830,0.017,2350,2193
"988","G1800290",1830,0.019,7259,6715
"989","G1800310",1830,0.001,2951,2936
"990","G1800350",1830,0.021,1236,1138
"991","G1800370",1830,0.026,936,842
"992","G1800390",1830,0.049,513,422
"993","G1800410",1830,0.014,4683,4429
"994","G1800430",1830,0.029,3366,2995
"995","G1800450",1830,0.024,3993,3626
"996","G1800470",1830,0.013,5228,4962
"997","G1800510",1830,0.015,2789,2629
"998","G1800550",1830,0.021,2209,2033
"999","G1800570",1830,0.025,923,834
"1000","G1800590",1830,0.006,726,710
"1001","G1800610",1830,-0.002,5121,5152
"1002","G1800630",1830,0.004,2003,1972
"1003","G1800650",1830,0.014,3339,3158
"1004","G1800710",1830,0.021,2537,2333
"1005","G1800770",1830,0.015,5901,5564
"1006","G1800790",1830,0.012,2036,1938
"1007","G1800810",1830,0.024,2107,1912
"1008","G1800830",1830,0.037,3504,3021
"1009","G1800930",1830,0.019,4793,4441
"1010","G1800950",1830,0.011,1144,1094
"1011","G1800970",1830,0.014,3697,3495
"1012","G1801010",1830,0.026,1057,953
"1013","G1801050",1830,0.014,3383,3194
"1014","G1801070",1830,0.022,3820,3497
"1015","G1801090",1830,0.024,2929,2664
"1016","G1801170",1830,0.008,4010,3891
"1017","G1801190",1830,0.025,2107,1910
"1018","G1801210",1830,0.019,3908,3627
"1019","G1801230",1830,0.018,1746,1623
"1020","G1801250",1830,0.016,1278,1197
"1021","G1801290",1830,0.026,3448,3101
"1022","G1801330",1830,0.02,4294,3968
"1023","G1801350",1830,0.017,2022,1890
"1024","G1801370",1830,0.013,2047,1942
"1025","G1801390",1830,0.019,5040,4667
"1026","G1801410",1830,0.061,161,126
"1027","G1801430",1830,0.014,1590,1502
"1028","G1801450",1830,0.015,3240,3055
"1029","G1801470",1830,0.027,1684,1512
"1030","G1801530",1830,0.019,2401,2229
"1031","G1801550",1830,0.017,3632,3396
"1032","G1801570",1830,0.03,3809,3378
"1033","G1801610",1830,0.008,4034,3910
"1034","G1801630",1830,0.017,1349,1262
"1035","G1801650",1830,0.029,3012,2680
"1036","G1801670",1830,0.035,3087,2679
"1037","G1801710",1830,0.029,1514,1347
"1038","G1801730",1830,0.035,1538,1339
"1039","G1801750",1830,0.011,6682,6382
"1040","G1801770",1830,0.012,9507,9064
"1041","G2100010",1830,0.008,4172,4045
"1042","G2100030",1830,0.001,3252,3233
"1043","G2100050",1830,0.008,2298,2222
"1044","G2100090",1830,0.014,7751,7328
"1045","G2100110",1830,0.005,4443,4356
"1046","G2100150",1830,0.001,4549,4526
"1047","G2100170",1830,0.015,9502,8934
"1048","G2100230",1830,0.021,3395,3123
"1049","G2100270",1830,0.008,3733,3612
"1050","G2100290",1830,0.002,2836,2816
"1051","G2100310",1830,0.007,1549,1509
"1052","G2100330",1830,0.022,4347,3977
"1053","G2100350",1830,0.019,2680,2484
"1054","G2100370",1830,0.023,5172,4711
"1055","G2100450",1830,0,2170,2172
"1056","G2100470",1830,0.006,6412,6272
"1057","G2100490",1830,0.004,6582,6469
"1058","G2100510",1830,0.018,1837,1711
"1059","G2100570",1830,0.004,4349,4275
"1060","G2100590",1830,0.014,2675,2534
"1061","G2100610",1830,0.025,1388,1254
"1062","G2100650",1830,0.025,2424,2194
"1063","G2100670",1830,0.023,13121,11977
"1064","G2100690",1830,0.001,6768,6731
"1065","G2100710",1830,0.016,2243,2104
"1066","G2100730",1830,0.015,4767,4487
"1067","G2100770",1830,0.018,3460,3214
"1068","G2100790",1830,0.006,6010,5861
"1069","G2100810",1830,0.012,1528,1458
"1070","G2100830",1830,0.022,1307,1197
"1071","G2100850",1830,-0.009,1907,1973
"1072","G2100870",1830,0.029,6946,6192
"1073","G2100890",1830,0.026,3080,2772
"1074","G2100910",1830,-0.004,752,763
"1075","G2100930",1830,0.012,6584,6265
"1076","G2100950",1830,0.009,1491,1438
"1077","G2100970",1830,0.006,6700,6534
"1078","G2100990",1830,0.011,2653,2538
"1079","G2101010",1830,0.006,3371,3288
"1080","G2101030",1830,0.006,5765,5622
"1081","G2101050",1830,0.027,2737,2461
"1082","G2101070",1830,0.009,3445,3318
"1083","G2101110",1830,0.06,13428,10551
"1084","G2101130",1830,0.009,5070,4890
"1085","G2101210",1830,-0.001,2153,2162
"1086","G2101250",1830,0.035,1181,1025
"1087","G2101270",1830,0.021,2030,1870
"1088","G2101350",1830,0.003,2629,2600
"1089","G2101370",1830,0.001,5514,5488
"1090","G2101390",1830,0.023,3123,2848
"1091","G2101410",1830,-0.001,6495,6517
"1092","G2101450",1830,0.03,687,610
"1093","G2101510",1830,0.004,9458,9293
"1094","G2101610",1830,0.015,8335,7864
"1095","G2101630",1830,0.019,2144,1987
"1096","G2101670",1830,0.01,9017,8677
"1097","G2101710",1830,0.003,2688,2652
"1098","G2101730",1830,-0.003,5094,5146
"1099","G2101750",1830,0.024,1496,1361
"1100","G2101770",1830,0.015,2748,2592
"1101","G2101790",1830,0.003,7515,7417
"1102","G2101810",1830,-0.002,4400,4434
"1103","G2101830",1830,0.01,2403,2312
"1104","G2101850",1830,0.003,4819,4769
"1105","G2101870",1830,0.019,3001,2785
"1106","G2101910",1830,0.016,1995,1868
"1107","G2101930",1830,0.013,1707,1623
"1108","G2101950",1830,0.018,1387,1290
"1109","G2101990",1830,0.008,4826,4674
"1110","G2102030",1830,0.029,1517,1348
"1111","G2102070",1830,0.008,1972,1907
"1112","G2102090",1830,0.006,7426,7251
"1113","G2102110",1830,0.004,9594,9436
"1114","G2102130",1830,0.007,2947,2868
"1115","G2102150",1830,0.006,3450,3362
"1116","G2102190",1830,0.008,4411,4269
"1117","G2102210",1830,0.023,3093,2823
"1118","G2102250",1830,0.02,2479,2285
"1119","G2102270",1830,0.004,5522,5427
"1120","G2102290",1830,0.003,9559,9458
"1121","G2102310",1830,0.012,4447,4238
"1122","G2102350",1830,0.01,1941,1865
"1123","G2102390",1830,0.008,6232,6041
"1124","G2200050",1830,0.059,3033,2393
"1125","G2200070",1830,0.03,3007,2662
"1126","G2200090",1830,0.022,1817,1667
"1127","G2200250",1830,0.037,1386,1195
"1128","G2200270",1830,0.026,927,837
"1129","G2200290",1830,0.053,2576,2086
"1130","G2200330",1830,0.046,3657,3041
"1131","G2200370",1830,0.027,4345,3902
"1132","G2200470",1830,0.055,3912,3137
"1133","G2200510",1830,0.112,4190,2656
"1134","G2200550",1830,0.027,2979,2674
"1135","G2200570",1830,0.023,2879,2624
"1136","G2200690",1830,0.035,4232,3673
"1137","G2200710",1830,-0.009,24452,25374
"1138","G2200730",1830,0.025,2696,2444
"1139","G2200750",1830,0.091,2652,1837
"1140","G2200770",1830,0.01,3025,2911
"1141","G2200790",1830,0.03,4011,3564
"1142","G2200870",1830,0.124,2093,1263
"1143","G2200890",1830,0.126,3222,1925
"1144","G2200910",1830,0.016,2078,1950
"1145","G2200930",1830,0.056,4250,3396
"1146","G2200950",1830,0.073,3252,2425
"1147","G2200970",1830,0.019,6535,6056
"1148","G2200990",1830,0.048,3950,3255
"1149","G2201010",1830,0.062,3623,2819
"1150","G2201030",1830,0.073,1640,1224
"1151","G2201090",1830,0.034,1132,989
"1152","G2201170",1830,0.018,1185,1101
"1153","G2201210",1830,0.05,1696,1388
"1154","G2201250",1830,0.013,4424,4205
"1155","G2300050",1830,-0.011,29378,30724
"1156","G2300090",1830,0.008,12352,11984
"1157","G2300110",1830,0.001,26305,26180
"1158","G2300150",1830,0,28604,28588
"1159","G2300170",1830,0.002,17694,17525
"1160","G2300190",1830,0.031,16744,14786
"1161","G2300250",1830,0.011,18299,17488
"1162","G2300270",1830,0.011,15211,14577
"1163","G2300290",1830,0.034,11376,9918
"1164","G2300310",1830,-0.01,25336,26386
"1165","G2400010",1830,0.016,5477,5132
"1166","G2400030",1830,0.013,14527,13768
"1167","G2400050",1830,0.024,21073,19177
"1168","G2400090",1830,0.006,4504,4396
"1169","G2400110",1830,-0.003,4504,4566
"1170","G2400150",1830,0.013,7917,7515
"1171","G2400170",1830,0,8885,8884
"1172","G2400190",1830,0.006,9461,9225
"1173","G2400210",1830,0.008,23281,22508
"1174","G2400250",1830,0.008,8288,8031
"1175","G2400290",1830,0.017,5434,5067
"1176","G2400310",1830,0.065,11191,8625
"1177","G2400330",1830,-0.001,10211,10263
"1178","G2400350",1830,0.006,7290,7107
"1179","G2400370",1830,0.009,6847,6612
"1180","G2400390",1830,0.005,10177,9989
"1181","G2400410",1830,0.007,6561,6386
